position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19
0.1722726167513623,0.5233265695603792,-0.02746848196554552,-0.442995692990745,0.04432590805611747,0.0498497157301504,0.6596198037177191,0.7150712830679758,0.7109509173306551,-0.37818000465631485,0.5133479576110839,0.07058999866247173,0.004500000402331228,0.12061500191688557,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3338531076908111,0.07144771814346318,-0.10662183165550232,0.2793178439140319,0.09084137678146365,0.24878604412078864,0.1200848579406738,-0.14960444569587705,-0.1272286534309387,-0.268506395816803,-0.17987419366836543,-0.2681601762771606,0.03047279119491575,0.2987584948539733,-0.23662866353988643,0.1176828861236573,-0.11598140001296997,-0.013211220502853394,-0.3613978922367096,-0.00214303135871885
0.17227125396189813,0.5233265695603792,-0.027469846055381275,-0.442995692990745,0.04432590805611747,0.049846901562008106,0.659609212467034,0.7151999882289343,0.7115890919078481,-0.37764000490307814,0.5142599601745607,0.06787499561905863,0.0,0.12061500191688557,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3381397604942322,0.06915442943573002,-0.11066901683807373,0.2754602909088134,0.08801658153533931,0.25238009691238406,0.12084285020828245,-0.14815417528152464,-0.12358921766281128,-0.2664421141147614,-0.17908160090446468,-0.2765344619750977,0.030332565307617188,0.294787323474884,-0.24134387969970705,0.11443945169448855,-0.11273791193962102,-0.013208538293838501,-0.3591786861419678,0.0001301407814026101
0.17227125396189813,0.5233300832879139,-0.027469846055381275,-0.44300131931187187,0.04432590805611747,0.0498497157301504,0.6596145080923764,0.7144284520830427,0.7104722785949708,-0.37818000465631485,0.5126639556884766,0.06787499561905863,0.006750000603497064,0.11781000137329112,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8927419355954044,-0.8709677428007127,-0.8651612900197506,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7780645184218884,-0.8361290328204632,-0.8477419350296259,-0.33777599930763247,0.07007313966751094,-0.10976865291595461,0.27872292995452874,0.0934787392616272,0.24942945241928094,0.11954809427261359,-0.14883787035942075,-0.1267965495586395,-0.26627796292304995,-0.17597796320915227,-0.264000928401947,0.029422438144683816,0.30178391933441173,-0.23860899209976194,0.11963757276535036,-0.11725872159004214,-0.010216051340103172,-0.3599749803543091,-0.004526442289352395
0.1722726167513623,0.5233265695603792,-0.02747121014521703,-0.4429985061513085,0.04432590805611747,0.04985252989829292,0.6596145080923764,0.7146855763026646,0.7112700046192516,-0.37980000257492064,0.5124359722137452,0.076019994020462,0.002250000201165614,0.12061500191688557,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8927419355954044,-0.8709677428007127,-0.8622580653056503,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3401440143585205,0.0713555574417114,-0.1144077479839325,0.2829938650131226,0.09046039581298826,0.2550728201866149,0.12186949253082269,-0.1476675689220428,-0.12727661132812496,-0.2655197024345398,-0.18262013196945193,-0.27269643545150757,0.027889502048492387,0.29483399391174314,-0.23851806521415708,0.11741681098937995,-0.12032325267791744,-0.010942393541336082,-0.3586260437965393,0.004841601848602273
0.17227125396189813,0.5233265695603792,-0.02747121014521703,-0.44300131931187187,0.04432590805611747,0.049855344066435436,0.6596145080923764,0.71429991040911,0.7106318222392688,-0.3779100041091442,0.5124359893798828,0.06515999659895899,0.002250000201165614,0.1234200024604798,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.33767616748809814,0.07187772989273067,-0.11280164122581482,0.2796943187713624,0.09177092313766477,0.2516542911529541,0.11891176700592043,-0.14835131764411924,-0.1290584027767181,-0.26896140575408933,-0.1766376793384552,-0.2621966600418091,0.030042028427124,0.3037368893623352,-0.23776136040687557,0.12126621007919314,-0.11803253889083865,0.0004989981651306596,-0.36095452308654785,-0.00815675854682918
0.17227125396189813,0.5233265695603792,-0.027469846055381275,-0.44300131931187187,0.04432590805611747,0.049855344066435436,0.659609212467034,0.7145570755004883,0.7109509095278653,-0.37791000545024866,0.5128919563293456,0.07330499768257137,-0.002250000201165614,0.1234200024604798,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8709677428007127,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.8753225811291486,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3407787322998047,0.07015585899353027,-0.11290994882583616,0.27569235563278205,0.08744430541992188,0.2507686257362366,0.12194041013717649,-0.1478508710861206,-0.12681822180747981,-0.268452912569046,-0.1811896562576294,-0.2680053591728211,0.03171218633651729,0.3014106631278991,-0.23861226439476013,0.11521514654159548,-0.1192500472068787,-0.008758378028869584,-0.363909512758255,-0.0013387978076935259
0.17227125396189813,0.5233265695603792,-0.02747121014521703,-0.44300131931187187,0.04432590805611747,0.04985252989829292,0.6596145080923764,0.715328529902867,0.7114295482635499,-0.37818000465631485,0.5128919734954834,0.06515999659895899,0.002250000201165614,0.12622500300407424,-0.8782258066814393,-0.8593548405915499,-0.8593548405915499,-0.876774193905294,-0.8941935484763235,-0.8709677428007127,-0.8651612900197506,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3384942948818207,0.06671833992004395,-0.11353130936622624,0.28504360914230353,0.09320118427276614,0.2506441712379456,0.12113413810729978,-0.1481054127216339,-0.12904413342475896,-0.2678987145423889,-0.18032807707786558,-0.2662484049797058,0.031011593341827348,0.2979461073875428,-0.23624323010444637,0.11840375661849978,-0.1140775144100189,-0.013706731796264693,-0.3558701276779175,0.0023818016052246094
0.17227125396189813,0.5233265695603792,-0.027469846055381275,-0.44300131931187187,0.04432590805611747,0.04985252989829292,0.6596145080923764,0.7145570755004883,0.7112700046192516,-0.37845000386238103,0.5131199569702148,0.07058999732136728,0.006750000603497064,0.12061500191688557,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8738709683530033,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3384919881820678,0.0725202798843384,-0.11360839605331419,0.27721799612045295,0.09171524047851565,0.24817546606063845,0.12062451839447019,-0.14782195687294009,-0.12514361143112185,-0.2669218003749847,-0.1806998312473297,-0.26781653165817265,0.03183470964431767,0.29783087968826305,-0.23745982646942143,0.11970334053039544,-0.11733264327049253,-0.011977672576904297,-0.3594266295433044,-0.001350438594818093
0.17227125396189813,0.5233265695603792,-0.02746848196554552,-0.44300131931187187,0.04432590805611747,0.0498497157301504,0.659625099343062,0.7149427822657993,0.7111104609749533,-0.37845000386238103,0.5131199569702148,0.06515999659895899,0.002250000201165614,0.11500500082969667,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8927419355954044,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.3401873588562012,0.07172977924346924,-0.11783024668693542,0.2797492504119873,0.08280129432678218,0.25451663732528684,0.12357687950134288,-0.15010322928428654,-0.12784631252288814,-0.26539873480796816,-0.18188810348510742,-0.2761634588241577,0.030628895759582497,0.28951098918914797,-0.2414708018302918,0.11474254131317141,-0.1164556682109833,-0.019003075361251787,-0.3559366464614868,0.00525090694427488
0.1722726167513623,0.5233300832879139,-0.02746848196554552,-0.44300131931187187,0.04432590805611747,0.049855344066435436,0.659609212467034,0.7146855763026646,0.7111104609749533,-0.3792600041627884,0.5128919563293456,0.07058999598026272,0.0,0.12061500191688557,-0.876774193905294,-0.8593548405915499,-0.8593548405915499,-0.8724193555768579,-0.8941935484763235,-0.8709677428007127,-0.8637096776627005,-0.876774193905294,-0.9,-0.9,-0.8941935484763235,-0.9,-0.8070967756211758,-0.7838709712028503,-0.8361290328204632,-0.8477419350296259,-0.336897361278534,0.0690690279006958,-0.11518988013267517,0.2804667949676515,0.08667333126068111,0.2539440393447877,0.12088962793350222,-0.15214970111846926,-0.124953281879425,-0.26467931270599365,-0.17719155550003052,-0.27242864370346065,0.030376553535461426,0.2906159520149231,-0.23579514026641846,0.1158393502235412,-0.11365115046501162,-0.011331313848495506,-0.35918249487876897,0.0009316921234130415
